GTEX-1IOXB-2726 SKCM 7
GTEX-1KAFJ-0126 SKCM 7
GTEX-1O97I-2726 SKCM 7
GTEX-1QPFJ-1926 SKCM 7
GTEX-1R9PN-0426 SKCM 7
GTEX-ZLV1-1526 SKCM 7
GTEX-11DZ1-1426 STAD 8
GTEX-11NUK-2426 STAD 8
GTEX-11ONC-1726 STAD 8
GTEX-12WSJ-0926 STAD 8
GTEX-13111-1226 STAD 8
GTEX-13113-0726 STAD 8
GTEX-13CZU-0726 STAD 8
GTEX-13FTW-1726 STAD 8
GTEX-13FTX-0726 STAD 8
GTEX-13RTK-0226 STAD 8
GTEX-13X6J-2126 STAD 8
GTEX-14B4R-0726 STAD 8
GTEX-15DCE-1626 STAD 8
GTEX-15ETS-1826 STAD 8
GTEX-15RIF-1126 STAD 8
GTEX-16NPV-2926 STAD 8
GTEX-17F96-1826 STAD 8
GTEX-1C475-1026 STAD 8
GTEX-1H1DF-2126 STAD 8
GTEX-1HBPI-0726 STAD 8
GTEX-1HKZK-1526 STAD 8
GTEX-1IDJU-1526 STAD 8
GTEX-1IKOH-1926 STAD 8
GTEX-1M4P7-1926 STAD 8
GTEX-NL3H-1726 STAD 8
GTEX-UJMC-1226 STAD 8
GTEX-X261-2926 STAD 8
GTEX-Y8E4-1526 STAD 8
GTEX-1117F-2426 UCEC 9
GTEX-1269C-2026 UCEC 9
GTEX-12WSB-2326 UCEC 9
GTEX-1399U-1326 UCEC 9
GTEX-13FTX-1026 UCEC 9
GTEX-14BIN-1526 UCEC 9
GTEX-15DCD-2226 UCEC 9
GTEX-18A7A-2926 UCEC 9
GTEX-1IDJI-1726 UCEC 9
GTEX-1PBJI-2326 UCEC 9
GTEX-PWCY-1426 UCEC 9
GTEX-R55G-1626 UCEC 9
GTEX-RU1J-1026 UCEC 9
GTEX-W5X1-2126 UCEC 9
GTEX-XUW1-0226 UCEC 9
GTEX-ZVT2-0426 UCEC 9
